country,association_name,official_name,association_code,member_id,overall_rank,overall_country_coefficient,season_rank,season_country_coefficient,uefa_season_year,overall_source_url,season_source_url,scraped_at_utc
Romania,Romania,Romania,ROU,113,20,20.45,28,2.9,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Poland,Poland,Poland,POL,109,21,20.125,30,2.875,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Sweden,Sweden,Sweden,SWE,127,22,19.975,16,5.375,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Azerbaijan,Azerbaijan,Azerbaijan,AZE,57154,23,19.125,21,4.375,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Bulgaria,Bulgaria,Bulgaria,BUL,20,24,19.125,23,4.0,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Serbia,Serbia,Serbia,SRB,147,25,18.75,13,6.375,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Scotland,Scotland,Scotland,SCO,117,26,18.625,25,4.0,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Belarus,Belarus,Belarus,BLR,57155,27,18.625,26,3.25,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Kazakhstan,Kazakhstan,Kazakhstan,KAZ,65146,28,18.125,22,4.25,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Norway,Norway,Norway,NOR,101,29,17.425,24,4.0,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Slovenia,Slovenia,Slovenia,SVN,57163,30,14.5,20,4.625,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Liechtenstein,Liechtenstein,Liechtenstein,LIE,81,31,13.0,35,2.0,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Slovakia,Slovakia,Slovakia,SVK,58836,32,12.125,36,1.875,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Moldova,Moldova,Moldova,MDA,57160,33,10.0,31,2.75,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Albania,Albania,Albania,ALB,2,34,8.5,32,2.625,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Iceland,Iceland,Iceland,ISL,58,35,8.25,42,1.125,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Hungary,Hungary,Hungary,HUN,57,36,8.125,37,1.625,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
North Macedonia,North Macedonia,North Macedonia,MKD,59205,37,7.5,27,3.125,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Finland,Finland,Finland,FIN,42,38,6.9,40,1.25,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Republic of Ireland,Republic of Ireland,Republic of Ireland,IRL,64,39,6.7,43,1.125,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,60094,40,6.625,38,1.375,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Latvia,Latvia,Latvia,LVA,56558,41,5.625,45,0.75,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Estonia,Estonia,Estonia,EST,56556,42,5.5,48,0.625,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Lithuania,Lithuania,Lithuania,LTU,56557,43,5.375,34,2.375,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Montenegro,Montenegro,Montenegro,MNE,92853,44,5.0,41,1.125,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Georgia,Georgia,Georgia,GEO,57157,45,5.0,54,0.125,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Armenia,Armenia,Armenia,ARM,57419,46,4.875,49,0.625,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Malta,Malta,Malta,MLT,88,47,4.5,39,1.375,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Luxembourg,Luxembourg,Luxembourg,LUX,82,48,4.375,44,0.875,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Northern Ireland,Northern Ireland,Northern Ireland,NIR,63,49,4.25,47,0.75,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Wales,Wales,Wales,WAL,144,50,3.875,50,0.5,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Faroe Islands,Faroe Islands,Faroe Islands,FRO,51218,51,3.75,46,0.75,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Gibraltar,Gibraltar,Gibraltar,GIB,94080,52,3.0,51,0.5,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Andorra,Andorra,Andorra,AND,60618,53,1.331,52,0.166,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
San Marino,San Marino,San Marino,SMR,50168,54,0.499,53,0.166,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Kosovo,Kosovo,Kosovo,KOS,2608110,55,0.0,56,0.0,2018,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2018,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2018,2026-02-13T21:37:57.705796+00:00
Spain,Spain,Spain,ESP,122,1,103.569,2,19.571,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
England,England,England,ENG,39,2,85.462,1,22.642,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Italy,Italy,Italy,ITA,66,3,74.725,4,12.642,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Germany,Germany,Germany,GER,47,4,71.927,3,15.214,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
France,France,France,FRA,43,5,58.498,6,10.583,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Russia,Russia,Russia,RUS,57451,6,50.549,9,7.583,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Portugal,Portugal,Portugal,POR,110,7,48.232,5,10.9,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Belgium,Belgium,Belgium,BEL,13,8,39.9,8,7.8,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Ukraine,Ukraine,Ukraine,UKR,57166,9,38.9,16,5.6,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Türkiye,Türki̇ye,Türki̇ye,TUR,135,10,34.6,17,5.5,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Netherlands,Netherlands,Netherlands,NED,95,11,32.433,7,8.6,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Austria,Austria,Austria,AUT,8,12,31.25,12,6.2,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Czechia,Czechia,Czechia,CZE,58837,13,28.675,11,6.5,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Greece,Greece,Greece,GRE,49,14,27.6,20,5.1,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Croatia,Croatia,Croatia,CRO,56370,15,27.375,15,5.75,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Denmark,Denmark,Denmark,DEN,35,16,27.025,22,4.875,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Switzerland,Switzerland,Switzerland,SUI,128,17,26.9,26,3.9,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Cyprus,Cyprus,Cyprus,CYP,33,18,24.925,13,6.125,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Serbia,Serbia,Serbia,SRB,147,19,22.25,14,6.0,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Scotland,Scotland,Scotland,SCO,117,20,22.125,10,6.75,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Belarus,Belarus,Belarus,BLR,57155,21,21.875,21,5.0,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Sweden,Sweden,Sweden,SWE,127,22,20.9,24,4.125,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Norway,Norway,Norway,NOR,101,23,20.2,18,5.375,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Kazakhstan,Kazakhstan,Kazakhstan,KAZ,65146,24,19.25,23,4.25,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Poland,Poland,Poland,POL,109,25,19.25,35,2.25,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Azerbaijan,Azerbaijan,Azerbaijan,AZE,57154,26,19.0,34,2.375,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Israel,Israel,Israel,ISR,65,27,18.625,30,2.625,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Bulgaria,Bulgaria,Bulgaria,BUL,20,28,17.5,25,4.0,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Romania,Romania,Romania,ROU,113,29,15.95,33,2.375,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Slovakia,Slovakia,Slovakia,SVK,58836,30,15.625,19,5.125,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Slovenia,Slovenia,Slovenia,SVN,57163,31,15.0,28,3.125,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Liechtenstein,Liechtenstein,Liechtenstein,LIE,81,32,13.5,41,1.5,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Hungary,Hungary,Hungary,HUN,57,33,10.5,27,3.25,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
North Macedonia,North Macedonia,North Macedonia,MKD,59205,34,8.0,49,1.0,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
Moldova,Moldova,Moldova,MDA,57160,35,7.75,43,1.125,2019,https://www.uefa.com/nationalassociations/uefarankings/country/?year=2019,https://www.uefa.com/nationalassociations/uefarankings/country/seasons/?year=2019,2026-02-13T21:37:57.705796+00:00
